County Name,Date of Death,Total Deaths
Snyder,06/01/2021 12:00:00 AM,2587
Bradford,02/01/2021 12:00:00 AM,2098
Bucks,07/01/2021 12:00:00 AM,41607
Union,12/01/2020 12:00:00 AM,994
Forest,05/01/2020 12:00:00 AM,0
Lackawanna,06/01/2020 12:00:00 AM,5998
Snyder,09/01/2020 12:00:00 AM,150
Cambria,10/01/2020 12:00:00 AM,245
Carbon,09/01/2020 12:00:00 AM,840
Erie,10/01/2020 12:00:00 AM,1192
Montour,06/01/2021 12:00:00 AM,2010
Snyder,08/01/2020 12:00:00 AM,69
Mercer,09/01/2020 12:00:00 AM,578
Clinton,04/01/2021 12:00:00 AM,1887
Westmoreland,06/01/2021 12:00:00 AM,23350
Bedford,09/01/2021 12:00:00 AM,4488
Somerset,09/01/2021 12:00:00 AM,6738
Adams,02/01/2021 12:00:00 AM,4139
Blair,05/01/2020 12:00:00 AM,20
Monroe,05/01/2020 12:00:00 AM,2889
Mercer,10/01/2020 12:00:00 AM,852
Indiana,03/01/2020 12:00:00 AM,0
Cumberland,11/01/2021 12:00:00 AM,10238
Warren,02/01/2021 12:00:00 AM,2747
Chester,05/01/2020 12:00:00 AM,7537
Lycoming,02/01/2021 12:00:00 AM,6818
Chester,03/01/2020 12:00:00 AM,0
Lycoming,06/01/2021 12:00:00 AM,8865
Montour,09/01/2021 12:00:00 AM,2028
Lancaster,03/01/2021 12:00:00 AM,33224
Montour,10/01/2020 12:00:00 AM,277
Monroe,02/01/2021 12:00:00 AM,7262
Washington,03/01/2021 12:00:00 AM,8557
Adams,07/01/2020 12:00:00 AM,497
Dauphin,06/01/2021 12:00:00 AM,16776
Cambria,06/01/2021 12:00:00 AM,13318
Huntingdon,07/01/2020 12:00:00 AM,124
Elk,05/01/2020 12:00:00 AM,0
Mifflin,03/01/2021 12:00:00 AM,5424
Clarion,09/01/2021 12:00:00 AM,3085
York,08/01/2020 12:00:00 AM,3528
Juniata,07/01/2021 12:00:00 AM,2728
Jefferson,06/01/2021 12:00:00 AM,3060
Potter,08/01/2020 12:00:00 AM,0
Lehigh,07/01/2020 12:00:00 AM,10339
Somerset,10/01/2020 12:00:00 AM,93
Forest,07/01/2021 12:00:00 AM,651
Clarion,01/01/2021 12:00:00 AM,2089
Franklin,07/01/2020 12:00:00 AM,1454
Northumberland,07/01/2020 12:00:00 AM,340
Northampton,04/01/2020 12:00:00 AM,1316
Pike,06/01/2021 12:00:00 AM,1620
Pike,05/01/2020 12:00:00 AM,538
Northumberland,08/01/2020 12:00:00 AM,812
Lebanon,01/01/2021 12:00:00 AM,6330
Crawford,03/01/2020 12:00:00 AM,0
Potter,10/01/2020 12:00:00 AM,22
Perry,06/01/2021 12:00:00 AM,3017
Union,09/01/2020 12:00:00 AM,180
Wyoming,10/01/2020 12:00:00 AM,255
Bucks,11/01/2021 12:00:00 AM,23267
Luzerne,03/01/2021 12:00:00 AM,23650
Adams,11/01/2020 12:00:00 AM,1238
Cameron,03/01/2020 12:00:00 AM,0
Wayne,07/01/2021 12:00:00 AM,2604
Mercer,06/01/2021 12:00:00 AM,7907
Fulton,11/01/2020 12:00:00 AM,159
Lancaster,06/01/2020 12:00:00 AM,10415
Wayne,09/01/2021 12:00:00 AM,2772
Butler,05/01/2020 12:00:00 AM,352
Chester,04/01/2020 12:00:00 AM,2031
Butler,01/01/2021 12:00:00 AM,9679
Delaware,11/01/2020 12:00:00 AM,23856
Susquehanna,04/01/2020 12:00:00 AM,150
Jefferson,12/01/2020 12:00:00 AM,1158
Schuylkill,05/01/2021 12:00:00 AM,12539
Mercer,01/01/2021 12:00:00 AM,6641
Bucks,12/01/2020 12:00:00 AM,26219
Monroe,04/01/2021 12:00:00 AM,8893
Indiana,03/01/2021 12:00:00 AM,5039
Fayette,01/01/2021 12:00:00 AM,6754
Jefferson,01/01/2021 12:00:00 AM,2319
Centre,03/01/2021 12:00:00 AM,6627
Lancaster,08/01/2021 12:00:00 AM,36682
Berks,08/01/2021 12:00:00 AM,32548
Dauphin,07/01/2021 12:00:00 AM,17472
Lebanon,05/01/2020 12:00:00 AM,774
Sullivan,09/01/2020 12:00:00 AM,0
Union,06/01/2020 12:00:00 AM,56
Monroe,08/01/2020 12:00:00 AM,4065
Berks,10/01/2021 12:00:00 AM,35164
Blair,08/01/2021 12:00:00 AM,10710
Dauphin,01/01/2021 12:00:00 AM,13118
Cambria,12/01/2020 12:00:00 AM,6787
Wyoming,03/01/2020 12:00:00 AM,0
Luzerne,09/01/2021 12:00:00 AM,26025
Berks,01/01/2021 12:00:00 AM,22810
Lehigh,09/01/2021 12:00:00 AM,26967
Schuylkill,06/01/2021 12:00:00 AM,12392
Northampton,05/01/2021 12:00:00 AM,22167
Carbon,02/01/2021 12:00:00 AM,4046
Jefferson,07/01/2020 12:00:00 AM,31
Armstrong,09/01/2020 12:00:00 AM,516
Greene,01/01/2021 12:00:00 AM,865
Erie,08/01/2021 12:00:00 AM,13257
Butler,08/01/2021 12:00:00 AM,13362
Juniata,11/01/2020 12:00:00 AM,368
York,07/01/2021 12:00:00 AM,26066
Mercer,03/01/2021 12:00:00 AM,7678
Adams,11/01/2021 12:00:00 AM,3797
Indiana,07/01/2021 12:00:00 AM,5642
Centre,08/01/2021 12:00:00 AM,7140
Erie,11/01/2021 12:00:00 AM,8199
Beaver,07/01/2020 12:00:00 AM,2608
Crawford,07/01/2021 12:00:00 AM,4859
Allegheny,06/01/2021 12:00:00 AM,60685
Centre,07/01/2020 12:00:00 AM,287
Cumberland,05/01/2020 12:00:00 AM,1393
Perry,12/01/2020 12:00:00 AM,801
Huntingdon,08/01/2020 12:00:00 AM,146
Susquehanna,07/01/2020 12:00:00 AM,800
Sullivan,05/01/2020 12:00:00 AM,0
Berks,02/01/2021 12:00:00 AM,24772
Fulton,11/01/2021 12:00:00 AM,560
Venango,06/01/2020 12:00:00 AM,0
McKean,06/01/2020 12:00:00 AM,30
Cambria,05/01/2020 12:00:00 AM,62
Cumberland,07/01/2021 12:00:00 AM,16383
Crawford,07/01/2020 12:00:00 AM,31
Lackawanna,12/01/2020 12:00:00 AM,8030
Chester,08/01/2021 12:00:00 AM,26115
Monroe,05/01/2021 12:00:00 AM,9718
Snyder,11/01/2020 12:00:00 AM,587
Lawrence,10/01/2021 12:00:00 AM,8108
Blair,02/01/2021 12:00:00 AM,8307
Cameron,07/01/2020 12:00:00 AM,0
Somerset,12/01/2020 12:00:00 AM,1917
Armstrong,03/01/2021 12:00:00 AM,3716
Lackawanna,10/01/2021 12:00:00 AM,16016
Potter,09/01/2020 12:00:00 AM,0
Luzerne,02/01/2021 12:00:00 AM,20212
Cameron,02/01/2021 12:00:00 AM,112
Clearfield,06/01/2020 12:00:00 AM,0
Bucks,02/01/2021 12:00:00 AM,31144
Fayette,08/01/2020 12:00:00 AM,179
Schuylkill,04/01/2020 12:00:00 AM,128
Wyoming,07/01/2021 12:00:00 AM,1674
Lebanon,11/01/2021 12:00:00 AM,5542
Tioga,12/01/2020 12:00:00 AM,1571
Greene,09/01/2020 12:00:00 AM,30
McKean,04/01/2021 12:00:00 AM,2003
Beaver,11/01/2020 12:00:00 AM,4534
Franklin,05/01/2021 12:00:00 AM,11401
Schuylkill,03/01/2020 12:00:00 AM,0
Venango,02/01/2021 12:00:00 AM,2235
Butler,04/01/2020 12:00:00 AM,174
York,12/01/2020 12:00:00 AM,11353
York,08/01/2021 12:00:00 AM,26404
Pike,02/01/2021 12:00:00 AM,1310
Potter,05/01/2020 12:00:00 AM,0
Wyoming,04/01/2020 12:00:00 AM,39
Somerset,01/01/2021 12:00:00 AM,4789
Crawford,10/01/2021 12:00:00 AM,5748
Forest,04/01/2021 12:00:00 AM,630
Elk,09/01/2021 12:00:00 AM,1431
Lawrence,06/01/2020 12:00:00 AM,270
Clearfield,05/01/2020 12:00:00 AM,0
Montgomery,11/01/2021 12:00:00 AM,30027
Bradford,11/01/2021 12:00:00 AM,2034
Franklin,02/01/2021 12:00:00 AM,8859
York,01/01/2021 12:00:00 AM,18452
Delaware,07/01/2020 12:00:00 AM,21724
Lehigh,04/01/2020 12:00:00 AM,1384
Schuylkill,10/01/2021 12:00:00 AM,14420
Carbon,01/01/2021 12:00:00 AM,3496
Mifflin,09/01/2020 12:00:00 AM,49
Adams,08/01/2021 12:00:00 AM,5911
Delaware,08/01/2020 12:00:00 AM,22880
Dauphin,02/01/2021 12:00:00 AM,13667
Mercer,09/01/2021 12:00:00 AM,8616
Westmoreland,12/01/2020 12:00:00 AM,11511
Butler,02/01/2021 12:00:00 AM,10201
Mifflin,07/01/2020 12:00:00 AM,31
Armstrong,11/01/2020 12:00:00 AM,1139
Philadelphia,03/01/2020 12:00:00 AM,82
Columbia,08/01/2020 12:00:00 AM,1085
Schuylkill,08/01/2020 12:00:00 AM,1662
Union,08/01/2021 12:00:00 AM,2822
Blair,06/01/2021 12:00:00 AM,10232
Pike,03/01/2020 12:00:00 AM,7
Huntingdon,03/01/2021 12:00:00 AM,3879
Lancaster,07/01/2020 12:00:00 AM,12269
Lebanon,07/01/2021 12:00:00 AM,9230
Cameron,11/01/2020 12:00:00 AM,0
Luzerne,12/01/2020 12:00:00 AM,13238
Monroe,06/01/2021 12:00:00 AM,9630
Union,04/01/2020 12:00:00 AM,9
Allegheny,05/01/2020 12:00:00 AM,4816
Lycoming,06/01/2020 12:00:00 AM,567
Huntingdon,11/01/2020 12:00:00 AM,1509
Mifflin,04/01/2020 12:00:00 AM,20
Montgomery,12/01/2020 12:00:00 AM,33928
Elk,03/01/2020 12:00:00 AM,0
Schuylkill,03/01/2021 12:00:00 AM,11800
Mercer,05/01/2021 12:00:00 AM,7995
Lancaster,04/01/2020 12:00:00 AM,2617
York,09/01/2021 12:00:00 AM,26782
Franklin,09/01/2020 12:00:00 AM,1518
Adams,04/01/2021 12:00:00 AM,5024
Jefferson,02/01/2021 12:00:00 AM,2474
Lebanon,08/01/2020 12:00:00 AM,1752
Susquehanna,06/01/2021 12:00:00 AM,1860
Armstrong,05/01/2020 12:00:00 AM,104
Clarion,11/01/2020 12:00:00 AM,214
Beaver,07/01/2021 12:00:00 AM,12145
Bradford,03/01/2021 12:00:00 AM,2490
Greene,08/01/2021 12:00:00 AM,1316
Clearfield,11/01/2021 12:00:00 AM,3453
Cameron,01/01/2021 12:00:00 AM,121
Snyder,04/01/2020 12:00:00 AM,0
Erie,05/01/2020 12:00:00 AM,119
Columbia,11/01/2020 12:00:00 AM,1401
Northumberland,10/01/2021 12:00:00 AM,12493
Union,07/01/2020 12:00:00 AM,62
Crawford,11/01/2021 12:00:00 AM,3222
Franklin,03/01/2021 12:00:00 AM,10381
Bucks,01/01/2021 12:00:00 AM,31126
Huntingdon,06/01/2021 12:00:00 AM,4050
Monroe,07/01/2021 12:00:00 AM,9986
Beaver,06/01/2021 12:00:00 AM,11665
Lawrence,03/01/2020 12:00:00 AM,7
Juniata,04/01/2021 12:00:00 AM,2496
Clarion,12/01/2020 12:00:00 AM,1012
Snyder,03/01/2021 12:00:00 AM,2566
Bradford,09/01/2021 12:00:00 AM,3133
Montour,03/01/2020 12:00:00 AM,0
Snyder,02/01/2021 12:00:00 AM,2199
Erie,10/01/2021 12:00:00 AM,14855
Juniata,12/01/2020 12:00:00 AM,1225
Wayne,05/01/2021 12:00:00 AM,2482
Sullivan,07/01/2020 12:00:00 AM,0
Carbon,04/01/2021 12:00:00 AM,4930
Clarion,07/01/2021 12:00:00 AM,3007
Lehigh,12/01/2020 12:00:00 AM,14533
Centre,11/01/2021 12:00:00 AM,4016
Venango,07/01/2021 12:00:00 AM,3162
Adams,12/01/2020 12:00:00 AM,2086
Crawford,04/01/2020 12:00:00 AM,0
Franklin,04/01/2020 12:00:00 AM,71
Beaver,11/01/2021 12:00:00 AM,7939
Fayette,10/01/2020 12:00:00 AM,377
Warren,03/01/2020 12:00:00 AM,0
Tioga,04/01/2020 12:00:00 AM,9
Washington,10/01/2021 12:00:00 AM,11940
Warren,06/01/2021 12:00:00 AM,3132
Wyoming,06/01/2020 12:00:00 AM,210
Monroe,11/01/2020 12:00:00 AM,4203
York,04/01/2021 12:00:00 AM,23288
Pike,09/01/2021 12:00:00 AM,1703
Perry,06/01/2020 12:00:00 AM,137
Snyder,05/01/2021 12:00:00 AM,2643
Delaware,05/01/2021 12:00:00 AM,43403
Crawford,03/01/2021 12:00:00 AM,4362
Lawrence,12/01/2020 12:00:00 AM,3679
Lancaster,10/01/2020 12:00:00 AM,14637
Cameron,05/01/2021 12:00:00 AM,200
Jefferson,07/01/2021 12:00:00 AM,3162
Butler,06/01/2020 12:00:00 AM,377
Delaware,10/01/2021 12:00:00 AM,46367
Wyoming,05/01/2021 12:00:00 AM,1597
Northampton,01/01/2021 12:00:00 AM,16668
Cumberland,06/01/2021 12:00:00 AM,15785
Fayette,05/01/2021 12:00:00 AM,9877
Erie,06/01/2020 12:00:00 AM,286
Chester,02/01/2021 12:00:00 AM,20043
Cameron,04/01/2021 12:00:00 AM,156
Erie,07/01/2020 12:00:00 AM,439
Perry,09/01/2021 12:00:00 AM,3150
Butler,09/01/2020 12:00:00 AM,680
Bedford,07/01/2020 12:00:00 AM,124
Greene,03/01/2020 12:00:00 AM,0
Jefferson,08/01/2021 12:00:00 AM,3171
Somerset,04/01/2021 12:00:00 AM,5909
Philadelphia,06/01/2020 12:00:00 AM,48960
Berks,06/01/2021 12:00:00 AM,31260
Columbia,06/01/2021 12:00:00 AM,4043
Huntingdon,09/01/2020 12:00:00 AM,179
Lebanon,09/01/2021 12:00:00 AM,9345
Cumberland,04/01/2021 12:00:00 AM,15224
Chester,10/01/2020 12:00:00 AM,11725
Erie,04/01/2021 12:00:00 AM,12059
Mercer,04/01/2021 12:00:00 AM,7622
Forest,03/01/2020 12:00:00 AM,0
Lackawanna,03/01/2020 12:00:00 AM,18
Cambria,08/01/2021 12:00:00 AM,13950
Beaver,02/01/2021 12:00:00 AM,9555
Beaver,08/01/2020 12:00:00 AM,3000
Elk,01/01/2021 12:00:00 AM,883
Franklin,08/01/2020 12:00:00 AM,1468
Allegheny,09/01/2020 12:00:00 AM,10882
Mifflin,03/01/2020 12:00:00 AM,0
Susquehanna,01/01/2021 12:00:00 AM,1383
Fayette,03/01/2021 12:00:00 AM,8882
Bedford,07/01/2021 12:00:00 AM,4402
Centre,07/01/2021 12:00:00 AM,7076
Wayne,11/01/2020 12:00:00 AM,361
Berks,06/01/2020 12:00:00 AM,10466
Lebanon,11/01/2020 12:00:00 AM,2944
Lehigh,05/01/2020 12:00:00 AM,6088
Elk,05/01/2021 12:00:00 AM,1247
Westmoreland,03/01/2021 12:00:00 AM,21899
York,02/01/2021 12:00:00 AM,19919
Juniata,03/01/2021 12:00:00 AM,2520
Lehigh,06/01/2021 12:00:00 AM,25917
Blair,01/01/2021 12:00:00 AM,7348
Centre,06/01/2020 12:00:00 AM,203
Forest,10/01/2020 12:00:00 AM,30
Philadelphia,10/01/2021 12:00:00 AM,124035
Montour,08/01/2020 12:00:00 AM,120
Blair,06/01/2020 12:00:00 AM,30
Bedford,09/01/2020 12:00:00 AM,180
Snyder,11/01/2021 12:00:00 AM,1718
Greene,10/01/2020 12:00:00 AM,31
Perry,08/01/2021 12:00:00 AM,3139
Jefferson,05/01/2021 12:00:00 AM,3133
Elk,11/01/2021 12:00:00 AM,1015
Bradford,06/01/2021 12:00:00 AM,2810
Lehigh,03/01/2020 12:00:00 AM,24
Monroe,09/01/2020 12:00:00 AM,4020
Butler,11/01/2021 12:00:00 AM,8450
Pike,09/01/2020 12:00:00 AM,660
Mercer,11/01/2021 12:00:00 AM,5714
Somerset,06/01/2021 12:00:00 AM,6515
Susquehanna,10/01/2021 12:00:00 AM,2047
Schuylkill,11/01/2021 12:00:00 AM,7760
Mifflin,09/01/2021 12:00:00 AM,5528
Tioga,11/01/2020 12:00:00 AM,395
Delaware,07/01/2021 12:00:00 AM,44356
Mifflin,05/01/2020 12:00:00 AM,31
Lehigh,08/01/2021 12:00:00 AM,27245
Fayette,10/01/2021 12:00:00 AM,12296
Northampton,09/01/2020 12:00:00 AM,9270
Northumberland,03/01/2021 12:00:00 AM,10396
Lawrence,04/01/2021 12:00:00 AM,6151
Cumberland,06/01/2020 12:00:00 AM,1819
Centre,05/01/2020 12:00:00 AM,122
Washington,04/01/2020 12:00:00 AM,41
Chester,09/01/2020 12:00:00 AM,11023
Fulton,09/01/2020 12:00:00 AM,60
Armstrong,07/01/2020 12:00:00 AM,186
Bucks,09/01/2020 12:00:00 AM,18267
Tioga,04/01/2021 12:00:00 AM,3071
Washington,05/01/2021 12:00:00 AM,9388
Bucks,06/01/2021 12:00:00 AM,39948
Dauphin,10/01/2021 12:00:00 AM,19752
Berks,05/01/2021 12:00:00 AM,31749
Clarion,04/01/2020 12:00:00 AM,19
Lawrence,06/01/2021 12:00:00 AM,6500
Mercer,07/01/2020 12:00:00 AM,265
Lancaster,11/01/2021 12:00:00 AM,21902
Fulton,02/01/2021 12:00:00 AM,383
Cambria,10/01/2021 12:00:00 AM,15636
Franklin,10/01/2020 12:00:00 AM,1670
Fulton,05/01/2021 12:00:00 AM,465
Bedford,08/01/2021 12:00:00 AM,4433
Tioga,06/01/2021 12:00:00 AM,3346
Erie,03/01/2021 12:00:00 AM,12141
Clinton,05/01/2021 12:00:00 AM,2035
Juniata,07/01/2020 12:00:00 AM,186
Washington,06/01/2021 12:00:00 AM,9293
Susquehanna,05/01/2020 12:00:00 AM,456
Adams,09/01/2021 12:00:00 AM,5913
Berks,07/01/2021 12:00:00 AM,32454
Washington,03/01/2020 12:00:00 AM,0
Lawrence,10/01/2020 12:00:00 AM,1008
Clarion,10/01/2020 12:00:00 AM,106
Washington,08/01/2020 12:00:00 AM,667
Armstrong,04/01/2021 12:00:00 AM,3828
Huntingdon,10/01/2021 12:00:00 AM,4856
Bradford,11/01/2020 12:00:00 AM,964
Tioga,07/01/2021 12:00:00 AM,3509
Wayne,10/01/2021 12:00:00 AM,3333
Tioga,05/01/2021 12:00:00 AM,3338
Carbon,10/01/2020 12:00:00 AM,914
Chester,07/01/2021 12:00:00 AM,25939
York,05/01/2021 12:00:00 AM,25138
Columbia,05/01/2021 12:00:00 AM,4123
Northampton,08/01/2020 12:00:00 AM,9458
Perry,05/01/2020 12:00:00 AM,43
Fulton,09/01/2021 12:00:00 AM,677
Lancaster,10/01/2021 12:00:00 AM,40391
Huntingdon,04/01/2020 12:00:00 AM,0
Allegheny,07/01/2020 12:00:00 AM,6803
Juniata,05/01/2020 12:00:00 AM,92
Warren,11/01/2021 12:00:00 AM,2289
Wayne,08/01/2020 12:00:00 AM,332
Potter,06/01/2020 12:00:00 AM,0
Schuylkill,09/01/2020 12:00:00 AM,1632
Union,04/01/2021 12:00:00 AM,2610
Mifflin,08/01/2020 12:00:00 AM,31
Carbon,04/01/2020 12:00:00 AM,252
Somerset,09/01/2020 12:00:00 AM,90
Elk,10/01/2020 12:00:00 AM,62
Columbia,03/01/2020 12:00:00 AM,0
York,06/01/2020 12:00:00 AM,1178
York,11/01/2020 12:00:00 AM,7139
Luzerne,05/01/2020 12:00:00 AM,4232
Crawford,01/01/2021 12:00:00 AM,3649
Lycoming,03/01/2021 12:00:00 AM,8100
Montgomery,05/01/2020 12:00:00 AM,19259
Venango,11/01/2021 12:00:00 AM,2442
Delaware,09/01/2020 12:00:00 AM,22744
Fulton,03/01/2020 12:00:00 AM,0
Elk,10/01/2021 12:00:00 AM,1732
Forest,08/01/2021 12:00:00 AM,651
McKean,07/01/2021 12:00:00 AM,2325
Somerset,07/01/2021 12:00:00 AM,6775
Venango,04/01/2020 12:00:00 AM,0
Carbon,06/01/2020 12:00:00 AM,761
Northampton,06/01/2020 12:00:00 AM,7819
Greene,05/01/2021 12:00:00 AM,1252
Crawford,11/01/2020 12:00:00 AM,371
Lebanon,07/01/2020 12:00:00 AM,1607
Montour,12/01/2020 12:00:00 AM,692
Erie,06/01/2021 12:00:00 AM,12529
Lycoming,07/01/2021 12:00:00 AM,9284
Sullivan,06/01/2021 12:00:00 AM,615
Sullivan,09/01/2021 12:00:00 AM,687
Chester,05/01/2021 12:00:00 AM,25293
Berks,05/01/2020 12:00:00 AM,8545
Luzerne,07/01/2021 12:00:00 AM,25898
Union,07/01/2021 12:00:00 AM,2798
Elk,08/01/2021 12:00:00 AM,1320
York,07/01/2020 12:00:00 AM,2361
Chester,06/01/2021 12:00:00 AM,25016
Fayette,04/01/2021 12:00:00 AM,9092
Forest,07/01/2020 12:00:00 AM,0
Northampton,10/01/2020 12:00:00 AM,9730
Forest,09/01/2021 12:00:00 AM,654
Fulton,10/01/2020 12:00:00 AM,90
Butler,10/01/2021 12:00:00 AM,15299
Somerset,11/01/2020 12:00:00 AM,315
Wyoming,05/01/2020 12:00:00 AM,169
Delaware,05/01/2020 12:00:00 AM,16485
Lawrence,09/01/2020 12:00:00 AM,700
Luzerne,11/01/2021 12:00:00 AM,15376
Lebanon,03/01/2021 12:00:00 AM,8233
Montour,11/01/2020 12:00:00 AM,458
Wayne,09/01/2020 12:00:00 AM,334
Lebanon,10/01/2021 12:00:00 AM,10176
Lycoming,09/01/2021 12:00:00 AM,9565
Chester,11/01/2021 12:00:00 AM,14329
Susquehanna,11/01/2020 12:00:00 AM,950
Sullivan,07/01/2021 12:00:00 AM,651
Berks,11/01/2021 12:00:00 AM,18819
Huntingdon,03/01/2020 12:00:00 AM,0
Susquehanna,04/01/2021 12:00:00 AM,1708
Butler,05/01/2021 12:00:00 AM,12949
Armstrong,05/01/2021 12:00:00 AM,4349
Clinton,01/01/2021 12:00:00 AM,1490
Mifflin,11/01/2021 12:00:00 AM,3417
Erie,08/01/2020 12:00:00 AM,890
Huntingdon,08/01/2021 12:00:00 AM,4248
Mifflin,12/01/2020 12:00:00 AM,3179
Beaver,06/01/2020 12:00:00 AM,2348
York,09/01/2020 12:00:00 AM,4521
Union,10/01/2021 12:00:00 AM,3064
Schuylkill,07/01/2020 12:00:00 AM,1555
Venango,10/01/2020 12:00:00 AM,31
Susquehanna,10/01/2020 12:00:00 AM,873
Warren,11/01/2020 12:00:00 AM,30
McKean,03/01/2021 12:00:00 AM,2014
Juniata,11/01/2021 12:00:00 AM,1924
